title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment,Symbol
Futures: 3 AI Giants Fall On Earnings; Musk's $56 Bil Pay Deal Voided,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-tech-giants-microsoft-google-amd-earnings-elon-musk-56-billion-pay-plan/,2024-01-30 22:17:00,"[""Investor's Business Daily"", 'ED CARSON']","Dow Jones Futures: Microsoft, Google, AMD Fall On Earnings. Elon Musk Loses $56 Billion Pay Plan Investor's Business Daily ...",https://www.investors.com/wp-content/uploads/2023/12/Stock-EyeAIgen-adobe.jpg,Investors Business Daily,n/a,www.investors.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.999336'}]",-0.089,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.410697', 'ticker_sentiment_score': '-0.09547', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.30021', 'ticker_sentiment_score': '-0.080922', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MPC', 'relevance_score': '0.061473', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.182967', 'ticker_sentiment_score': '-0.136553', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.182967', 'ticker_sentiment_score': '-0.138782', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ANET', 'relevance_score': '0.030759', 'ticker_sentiment_score': '-0.163082', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'TSLA', 'relevance_score': '0.21278', 'ticker_sentiment_score': '-0.153612', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'NVO', 'relevance_score': '0.122581', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.061473', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMD', 'relevance_score': '0.271442', 'ticker_sentiment_score': '-0.085125', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.061473', 'ticker_sentiment_score': '-0.125027', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BA', 'relevance_score': '0.092095', 'ticker_sentiment_score': '-0.236617', 'ticker_sentiment_label': 'Somewhat-Bearish'}]",AAPL
Brian's Big Idea on Big Caps,https://www.zacks.com/stock/news/2218245/brians-big-idea-on-big-caps,2024-01-30 22:00:00,['Brian Bolan'],A look at big market cap stocks that are reporting soon.,https://staticx-tuner.zacks.com/images/articles/main/c5/37823.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.495866'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.153029,Somewhat-Bullish,"[{'ticker': 'AMD', 'relevance_score': '0.337811', 'ticker_sentiment_score': '-0.026272', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.439786', 'ticker_sentiment_score': '0.309191', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.337811', 'ticker_sentiment_score': '0.161648', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AAPL
"Top Stock Reports for Apple, Visa & Novo Nordisk",https://www.zacks.com/research-daily/2217814/top-stock-reports-for-apple-visa-novo-nordisk,2024-01-30 21:29:00,['Mark Vickery'],"Today's Research Daily features new research reports on 16 major stocks, including Apple Inc. (AAPL), Visa Inc. (V) and Novo Nordisk A/S (NVO).",https://staticx-tuner.zacks.com/images/articles/main/11/933.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.399676,Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.211191', 'ticker_sentiment_score': '0.27401', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVO', 'relevance_score': '0.312158', 'ticker_sentiment_score': '0.362133', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'V', 'relevance_score': '0.211191', 'ticker_sentiment_score': '0.479601', 'ticker_sentiment_label': 'Bullish'}]",AAPL
J.P. Morgan sees shades of the dotcom bubble in Big Tech-dominated stock market,https://www.marketwatch.com/story/j-p-morgan-analysts-see-shades-of-the-dotcom-bubble-in-todays-big-tech-dominated-stock-market-4b9df6c9,2024-01-30 20:13:00,['Joseph Adinolfi'],A team of quantitative strategists at J.P. Morgan see shades of the dotcom bubble in the stock-market rally that has carried the S&P 500 to six record closing highs since the beginning of 2024.,https://images.mktw.net/im-00318653?width=700&height=390,MarketWatch,Top Stories,www.marketwatch.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.995973'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.904684'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.203357,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.096477', 'ticker_sentiment_score': '0.105126', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.048327', 'ticker_sentiment_score': '0.096001', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.096477', 'ticker_sentiment_score': '0.105126', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.096477', 'ticker_sentiment_score': '0.105126', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.096477', 'ticker_sentiment_score': '0.105126', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.096477', 'ticker_sentiment_score': '0.105126', 'ticker_sentiment_label': 'Neutral'}]",AAPL
"'Big Week For Big Tech,' Says Munster, As He Details 'Pressure Points' For The 'Magnificent 7' - Invesco QQQ Trust, Series 1  ( NASDAQ:QQQ ) ",https://www.benzinga.com/analyst-ratings/analyst-color/24/01/36851125/big-week-for-big-tech-says-munster-as-he-details-pressure-points-for-the-magnificen,2024-01-30 17:43:45,['Shanthi Rexaline'],"The big tech earnings flow picks up pace this week, with five of the seven companies belonging to the 'Magnificent Seven' reporting this week. Deepwater Asset Management's Gene Munster on Monday called it a ""Big week for Big Tech"" and delved into the ""pressure points"" for each of these companies.",https://cdn.benzinga.com/files/images/story/2024/chart-shutter7.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.495866'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.904684'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",0.307281,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.179788', 'ticker_sentiment_score': '0.158677', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.179788', 'ticker_sentiment_score': '0.158677', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.179788', 'ticker_sentiment_score': '0.158677', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.350564', 'ticker_sentiment_score': '0.277145', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.179788', 'ticker_sentiment_score': '0.317033', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'IVZ', 'relevance_score': '0.090474', 'ticker_sentiment_score': '0.161222', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.179788', 'ticker_sentiment_score': '0.158677', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AAPL
"Apple Vision Pro Hits Stores Friday: iPhone-Like Frenzy Missing For AR Headset, But Analysts Expect 500K-600K Sales This Year - Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/analyst-ratings/analyst-color/24/01/36850102/apple-vision-pro-hits-stores-friday-iphone-like-frenzy-missing-for-ar-headset-but-a,2024-01-30 16:54:25,['Surbhi Jain'],Apple Inc AAPL's highly anticipated Vision Pro headset hits the market this week and initial sales suggest strong demand for the augmented reality device. The official launch is on Friday and in-store demos are expected to boost interest globally.,https://cdn.benzinga.com/files/images/story/2024/Apple-Vision-Pro_16.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}]",0.35632,Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.239698', 'ticker_sentiment_score': '0.392405', 'ticker_sentiment_label': 'Bullish'}]",AAPL
"Apple's  ( AAPL )  Q1 Earnings to Ride on Solid Mac Sales, Services",https://www.zacks.com/stock/news/2218078/apples-aapl-q1-earnings-to-ride-on-solid-mac-sales-services,2024-01-30 16:27:00,['Zacks Investment Research'],Apple's (AAPL) first-quarter fiscal 2024 results are expected to reflect solid performance from Mac and steady growth in Services revenues.,https://staticx-tuner.zacks.com/images/articles/main/7f/511.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.744043'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.277077,Somewhat-Bullish,"[{'ticker': 'LNVGF', 'relevance_score': '0.166169', 'ticker_sentiment_score': '0.173505', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.88438', 'ticker_sentiment_score': '0.546655', 'ticker_sentiment_label': 'Bullish'}]",AAPL
"Most Important Earnings Report For This AI Driven Market Ahead, Treasury Funding Optimism - Microsoft  ( NASDAQ:MSFT ) ",https://www.benzinga.com/markets/24/01/36849313/most-important-earnings-report-for-this-ai-driven-market-ahead-treasury-funding-optimism,2024-01-30 16:18:34,['The Arora Report'],"To gain an edge, this is what you need to know today. Please see above for a chart of Microsoft Corp MSFT. Microsoft will report earnings after the close today. Microsoft is in the lead to capture profits from artificial intelligence. It has millions of captive customers.",https://cdn.benzinga.com/files/regularguy-eth-w9codxtsfts-unsplash_18.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.986564'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.818451'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.252928,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.496741', 'ticker_sentiment_score': '0.424517', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.096866', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.096866', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.096866', 'ticker_sentiment_score': '0.205346', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.096866', 'ticker_sentiment_score': '-0.23523', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'TSLA', 'relevance_score': '0.096866', 'ticker_sentiment_score': '0.205346', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'IVZ', 'relevance_score': '0.048523', 'ticker_sentiment_score': '0.247046', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.096866', 'ticker_sentiment_score': '-0.005877', 'ticker_sentiment_label': 'Neutral'}]",AAPL
"Stocks Fall Amid Economic Data; Alphabet, Microsoft, Apple To Report",https://www.investors.com/market-trend/stock-market-today/dow-jones-stocks-fall-amid-economic-data-nvidia-rises-with-alphabet-microsoft-apple-to-report/,2024-01-30 16:15:00,"['VIDYA RAMAKRISHNAN', ""Investor's Business Daily""]","Stocks Fall Amid Economic Data. Alphabet, Microsoft, Apple To Report Investor's Business Daily ...",https://www.investors.com/wp-content/uploads/2023/01/Stock-microsoftgoogle-01-ibdgraphicsadobe.jpg,Investors Business Daily,n/a,www.investors.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.99994'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.838487'}]",-0.019162,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.177584', 'ticker_sentiment_score': '0.162981', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.11894', 'ticker_sentiment_score': '0.150337', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.235252', 'ticker_sentiment_score': '0.057915', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SMCI', 'relevance_score': '0.11894', 'ticker_sentiment_score': '0.0069', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FSS', 'relevance_score': '0.11894', 'ticker_sentiment_score': '0.123047', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UPS', 'relevance_score': '0.177584', 'ticker_sentiment_score': '-0.418424', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'TEAM', 'relevance_score': '0.11894', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PFE', 'relevance_score': '0.11894', 'ticker_sentiment_score': '-0.217723', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'BA', 'relevance_score': '0.11894', 'ticker_sentiment_score': '-0.199323', 'ticker_sentiment_label': 'Somewhat-Bearish'}]",AAPL
"Market Clubhouse Morning Memo - January 30th, 2024  ( Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, And TSLA )  - Invesco QQQ Trust, Series 1  ( NASDAQ:QQQ ) ",https://www.benzinga.com/trading-ideas/24/01/36848826/market-clubhouse-morning-memo-january-30th-2024-trade-strategy-for-spy-qqq-aapl-msft-nvda-googl-met,2024-01-30 16:02:54,['RIPS'],"Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA. Our proprietary formula, exclusive to Market Clubhouse, dictates these price levels. This dynamic equation takes into account price, volume, and options flow.",https://cdn.benzinga.com/files/market-clubhouse-morning-memo_150.png?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.658903'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.104576,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.13255', 'ticker_sentiment_score': '-0.00501', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.033282', 'ticker_sentiment_score': '0.075395', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.099614', 'ticker_sentiment_score': '0.15966', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.165258', 'ticker_sentiment_score': '0.008674', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.099614', 'ticker_sentiment_score': '0.023539', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.165258', 'ticker_sentiment_score': '0.026743', 'ticker_sentiment_label': 'Neutral'}]",AAPL
